,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
307,3,SPP_2021_HubAVG.csv,1006813,505,Microreactor,1,6.596807599,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",27.32888025,36.82350972
308,4,SPP_2021_HubAVG.csv,1006813,505,PBR-HTGR,1,6.596807599,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",146.9537006,198.0085161
309,0,SPP_2021_HubAVG.csv,1006813,150,iPWR,1,6.895844814,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,"Paper Mills, except Newsprint",180.8060539,204.8920509
310,1,SPP_2021_HubAVG.csv,1006813,150,HTGR,1,6.895844814,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",527.0667601,597.2797209
311,2,SPP_2021_HubAVG.csv,1006813,150,iMSR,1,6.895844814,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,"Paper Mills, except Newsprint",248.6550312,281.7794991
312,3,SPP_2021_HubAVG.csv,1006813,150,Microreactor,1,6.895844814,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",31.08560871,35.22666407
313,4,SPP_2021_HubAVG.csv,1006813,150,PBR-HTGR,1,6.895844814,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",167.1544972,189.4219082
315,1,SPP_2021_HubAVG.csv,1006052,800,HTGR,1,20.70739862,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",124.4296726,198.9022543
319,0,SPP_2021_HubAVG.csv,1006052,275,iPWR,1,1.562406324,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,"Paper Mills, except Newsprint",753.3363948,904.3126389
320,1,SPP_2021_HubAVG.csv,1006052,275,HTGR,1,1.562406324,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",2196.046893,2636.156934
321,2,SPP_2021_HubAVG.csv,1006052,275,iMSR,1,1.562406324,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,"Paper Mills, except Newsprint",1036.03215,1243.663487
323,4,SPP_2021_HubAVG.csv,1006052,275,PBR-HTGR,1,1.562406324,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",696.4565821,836.0335355
324,0,SPP_2021_HubAVG.csv,1006052,200,iPWR,1,3.658134037,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,"Paper Mills, except Newsprint",333.2008341,386.2361991
325,1,SPP_2021_HubAVG.csv,1006052,200,HTGR,1,3.658134037,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",971.3119684,1125.915077
326,2,SPP_2021_HubAVG.csv,1006052,200,iMSR,1,3.658134037,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,"Paper Mills, except Newsprint",458.2372217,531.1745491
327,3,SPP_2021_HubAVG.csv,1006052,200,Microreactor,1,3.658134037,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",57.28652626,66.40478623
328,4,SPP_2021_HubAVG.csv,1006052,200,PBR-HTGR,1,3.658134037,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",308.0428819,357.0738716
330,1,SPP_2021_HubAVG.csv,1006052,505,HTGR,1,16.94609936,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",180.3815683,243.0499301
331,2,SPP_2021_HubAVG.csv,1006052,505,iMSR,1,16.94609936,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,"Paper Mills, except Newsprint",85.09886773,114.6640094
332,3,SPP_2021_HubAVG.csv,1006052,505,Microreactor,1,16.94609936,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,"Paper Mills, except Newsprint",10.63863494,14.33472114
333,4,SPP_2021_HubAVG.csv,1006052,505,PBR-HTGR,1,16.94609936,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",57.20639707,77.08110612
334,0,SPP_2021_HubAVG.csv,1006052,150,iPWR,1,17.71427614,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,"Paper Mills, except Newsprint",70.38450115,79.76074074
335,1,SPP_2021_HubAVG.csv,1006052,150,HTGR,1,17.71427614,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,"Paper Mills, except Newsprint",205.1774826,232.5101085
336,2,SPP_2021_HubAVG.csv,1006052,150,iMSR,1,17.71427614,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,"Paper Mills, except Newsprint",96.7968713,109.6916229
337,3,SPP_2021_HubAVG.csv,1006052,150,Microreactor,2,17.71427614,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,"Paper Mills, except Newsprint",24.20212172,27.42619646
338,4,SPP_2021_HubAVG.csv,1006052,150,PBR-HTGR,1,17.71427614,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,"Paper Mills, except Newsprint",65.07019896,73.73849619
339,0,SPP_2021_HubAVG.csv,1006425,149,iPWR,2,226.645519,-97325030.48,-68691292.69,-17710000,-541318.9877,-6070418.792,-4312000,0,Wet Corn Milling,12.02134618,13.61666661
340,1,SPP_2021_HubAVG.csv,1006425,149,HTGR,1,226.645519,-141374637.1,-99121276.32,-26896000,0,-15275360.76,-82000,0,Wet Corn Milling,17.46224424,19.77961158
341,2,SPP_2021_HubAVG.csv,1006425,149,iMSR,2,226.645519,-136222973.7,-92969471.45,-23970000,-497879.5455,-10537122.7,-8248500,0,Wet Corn Milling,16.82592357,19.05884651
343,4,SPP_2021_HubAVG.csv,1006425,149,PBR-HTGR,2,226.645519,-89463381.45,-58911884.42,-16000000,0,-12391497.02,-2160000,0,Wet Corn Milling,11.0502948,12.51674963
344,0,SPP_2021_HubAVG.csv,1006425,50,iPWR,1,91.84472296,-46163108.74,-34345646.35,-8855000,-239391.8834,-2684570.505,-38500,0,Wet Corn Milling,14.69425822,15.93801503
345,1,SPP_2021_HubAVG.csv,1006425,50,HTGR,1,91.84472296,-132114028.7,-99121276.32,-26896000,0,-6014752.366,-82000,0,Wet Corn Milling,42.05344279,45.61294577
346,2,SPP_2021_HubAVG.csv,1006425,50,iMSR,1,91.84472296,-63274158.26,-46484735.72,-11985000,-213586.1098,-4520336.428,-70500,0,Wet Corn Milling,20.14090571,21.84567966
347,3,SPP_2021_HubAVG.csv,1006425,50,Microreactor,7,91.84472296,-53624547.96,-41204020.96,-12397077,0,0,-23450,0,Wet Corn Milling,17.06932172,18.51410953
348,4,SPP_2021_HubAVG.csv,1006425,50,PBR-HTGR,1,91.84472296,-42835830.25,-29455942.21,-8000000,0,-5339888.043,-40000,0,Wet Corn Milling,13.63514651,14.7892576
350,1,SPP_2021_HubAVG.csv,1006575,850,HTGR,1,67.96983701,-130916610.7,-99121276.32,-26896000,0,-4817334.346,-82000,0,Nitrogenous Fertilizers,37.00137659,61.07618724
354,0,SPP_2021_HubAVG.csv,1006575,260,iPWR,1,34.3352785,-44972479.72,-34345646.35,-8855000,-141912.2015,-1591421.167,-38500,0,Nitrogenous Fertilizers,34.84570961,41.53360739
355,1,SPP_2021_HubAVG.csv,1006575,260,HTGR,1,34.3352785,-130274276.1,-99121276.32,-26896000,0,-4174999.732,-82000,0,Nitrogenous Fertilizers,100.9394995,120.3127039
356,2,SPP_2021_HubAVG.csv,1006575,260,iMSR,1,34.3352785,-61765393.75,-46484735.72,-11985000,-145513.3561,-3079644.668,-70500,0,Nitrogenous Fertilizers,47.85724487,57.04243196
357,3,SPP_2021_HubAVG.csv,1006575,260,Microreactor,3,34.3352785,-22981949.13,-17658866.13,-5313033,0,0,-10050,0,Nitrogenous Fertilizers,17.80694172,21.22460799
358,4,SPP_2021_HubAVG.csv,1006575,260,PBR-HTGR,1,34.3352785,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Nitrogenous Fertilizers,31.91734604,38.0432063
360,1,SPP_2021_HubAVG.csv,1005867,850,HTGR,1,33.07588821,-130210947.4,-99121276.32,-26896000,0,-4111671.088,-82000,0,Nitrogenous Fertilizers,75.62673314,124.832991
364,0,SPP_2021_HubAVG.csv,1005867,260,iPWR,1,16.70843837,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Nitrogenous Fertilizers,70.94575055,84.56228852
365,1,SPP_2021_HubAVG.csv,1005867,260,HTGR,1,16.70843837,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Nitrogenous Fertilizers,206.8135777,246.5070747
366,2,SPP_2021_HubAVG.csv,1005867,260,iMSR,1,16.70843837,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Nitrogenous Fertilizers,97.56873422,116.2949915
367,3,SPP_2021_HubAVG.csv,1005867,260,Microreactor,2,16.70843837,-15495499.42,-11772577.42,-3542022,0,0,-180900,0,Nitrogenous Fertilizers,24.67247796,29.40783886
368,4,SPP_2021_HubAVG.csv,1005867,260,PBR-HTGR,1,16.70843837,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Nitrogenous Fertilizers,65.58907187,78.17750854
370,1,SPP_2021_HubAVG.csv,1002170,850,HTGR,1,21.19547781,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Nitrogenous Fertilizers,117.724811,194.3220296
374,0,SPP_2021_HubAVG.csv,1002170,260,iPWR,1,10.70699394,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Nitrogenous Fertilizers,110.7119988,131.960828
375,1,SPP_2021_HubAVG.csv,1002170,260,HTGR,1,10.70699394,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Nitrogenous Fertilizers,322.7359552,384.6783035
376,2,SPP_2021_HubAVG.csv,1002170,260,iMSR,1,10.70699394,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Nitrogenous Fertilizers,152.2575983,181.4802276
377,3,SPP_2021_HubAVG.csv,1002170,260,Microreactor,1,10.70699394,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Nitrogenous Fertilizers,19.03448364,22.68775064
378,4,SPP_2021_HubAVG.csv,1002170,260,PBR-HTGR,1,10.70699394,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Nitrogenous Fertilizers,102.3528145,121.9972749
380,1,SPP_2021_HubAVG.csv,1005788,850,HTGR,1,124.1654701,-133355614,-99121276.32,-26896000,0,-7256337.667,-82000,0,Nitrogenous Fertilizers,20.63240353,34.05680159
384,0,SPP_2021_HubAVG.csv,1005788,260,iPWR,1,62.72276323,-45200074.75,-34345646.35,-8855000,-160545.9583,-1800382.445,-38500,0,Nitrogenous Fertilizers,19.17154101,22.85111328
385,1,SPP_2021_HubAVG.csv,1005788,260,HTGR,1,62.72276323,-130595821.2,-99121276.32,-26896000,0,-4496544.832,-82000,0,Nitrogenous Fertilizers,55.39201329,66.02334
386,2,SPP_2021_HubAVG.csv,1005788,260,iMSR,1,62.72276323,-61988310.56,-46484735.72,-11985000,-155570.9636,-3292503.873,-70500,0,Nitrogenous Fertilizers,26.29224498,31.33848593
387,3,SPP_2021_HubAVG.csv,1005788,260,Microreactor,5,62.72276323,-38303248.54,-29431443.54,-8855055,0,0,-16750,0,Nitrogenous Fertilizers,16.24626296,19.36438991
388,4,SPP_2021_HubAVG.csv,1005788,260,PBR-HTGR,1,62.72276323,-41287563.56,-29455942.21,-8000000,0,-3791621.346,-40000,0,Nitrogenous Fertilizers,17.51205551,20.8731246
390,1,SPP_2021_HubAVG.csv,1006037,850,HTGR,1,87.57529625,-131690991.5,-99121276.32,-26896000,0,-5591715.167,-82000,0,Nitrogenous Fertilizers,28.88775615,47.68346926
394,0,SPP_2021_HubAVG.csv,1006037,260,iPWR,1,44.23906717,-44808009.54,-34345646.35,-8855000,-128446.63,-1440416.565,-38500,0,Nitrogenous Fertilizers,26.94590312,32.11759995
395,1,SPP_2021_HubAVG.csv,1006037,260,HTGR,1,44.23906717,-130785870.7,-99121276.32,-26896000,0,-4686594.426,-82000,0,Nitrogenous Fertilizers,78.64985388,93.74503173
396,2,SPP_2021_HubAVG.csv,1006037,260,iMSR,1,44.23906717,-62232457.2,-46484735.72,-11985000,-166586.4228,-3525635.052,-70500,0,Nitrogenous Fertilizers,37.4243306,44.60714022
397,3,SPP_2021_HubAVG.csv,1006037,260,Microreactor,3,44.23906717,-22981949.13,-17658866.13,-5313033,0,0,-10050,0,Nitrogenous Fertilizers,13.82050622,16.47306041
398,4,SPP_2021_HubAVG.csv,1006037,260,PBR-HTGR,1,44.23906717,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Nitrogenous Fertilizers,24.77201793,29.52648342
400,1,SPP_2021_HubAVG.csv,1002275,850,HTGR,2,411.1068246,-283270210,-198242552.6,-53792000,0,-26807657.4,-4428000,0,Nitrogenous Fertilizers,13.23687828,21.84940482
404,0,SPP_2021_HubAVG.csv,1002275,260,iPWR,2,207.6725196,-106387055.7,-68691292.69,-17710000,-482618.5295,-5412144.517,-14091000,0,Nitrogenous Fertilizers,13.62864913,16.2443804
405,1,SPP_2021_HubAVG.csv,1002275,260,HTGR,1,207.6725196,-140316021.1,-99121276.32,-26896000,0,-14216744.76,-82000,0,Nitrogenous Fertilizers,17.97509861,21.42503904
406,2,SPP_2021_HubAVG.csv,1002275,260,iMSR,1,207.6725196,-70612782.95,-46484735.72,-11985000,-544691.7175,-11527855.51,-70500,0,Nitrogenous Fertilizers,9.04580765,10.78195932
408,4,SPP_2021_HubAVG.csv,1002275,260,PBR-HTGR,2,207.6725196,-88572008.49,-58911884.42,-16000000,0,-11500124.06,-2160000,0,Nitrogenous Fertilizers,11.34646332,13.52417725
410,1,SPP_2021_HubAVG.csv,1002407,850,HTGR,2,273.0564927,-297126374.3,-198242552.6,-53792000,0,-15079821.69,-30012000,0,Nitrogenous Fertilizers,20.90393532,34.50500455
414,0,SPP_2021_HubAVG.csv,1002407,260,iPWR,1,137.935754,-47896577.19,-34345646.35,-8855000,-381315.1451,-4276115.702,-38500,0,Nitrogenous Fertilizers,9.237845154,11.01085437
415,1,SPP_2021_HubAVG.csv,1002407,260,HTGR,1,137.935754,-134959032.9,-99121276.32,-26896000,0,-8859756.545,-82000,0,Nitrogenous Fertilizers,26.02963971,31.02547913
416,2,SPP_2021_HubAVG.csv,1002407,260,iMSR,1,137.935754,-66305672.02,-46484735.72,-11985000,-350362.5832,-7415073.711,-70500,0,Nitrogenous Fertilizers,12.78841969,15.24288667
417,3,SPP_2021_HubAVG.csv,1002407,260,Microreactor,10,137.935754,-76606497.08,-58862887.08,-17710110,0,0,-33500,0,Nitrogenous Fertilizers,14.77514677,17.61092404
418,4,SPP_2021_HubAVG.csv,1002407,260,PBR-HTGR,1,137.935754,-45445816.36,-29455942.21,-8000000,0,-7949874.146,-40000,0,Nitrogenous Fertilizers,8.765165258,10.44745355
419,0,SPP_2021_HubAVG.csv,1001704,177,iPWR,1,42.88283715,-45046869.67,-34345646.35,-8855000,-148002.6871,-1659720.633,-38500,0,Alkalies and Chlorine,29.03884027,33.30998977
420,1,SPP_2021_HubAVG.csv,1001704,177,HTGR,1,42.88283715,-130358185.2,-99121276.32,-26896000,0,-4258908.872,-82000,0,Alkalies and Chlorine,84.03359757,96.39359731
421,2,SPP_2021_HubAVG.csv,1001704,177,iMSR,1,42.88283715,-61899237.13,-46484735.72,-11985000,-151552.1299,-3207449.276,-70500,0,Alkalies and Chlorine,39.90248541,45.77150356
422,3,SPP_2021_HubAVG.csv,1001704,177,Microreactor,3,42.88283715,-22981949.13,-17658866.13,-5313033,0,0,-10050,0,Alkalies and Chlorine,14.81499502,16.99404411
423,4,SPP_2021_HubAVG.csv,1001704,177,PBR-HTGR,1,42.88283715,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Alkalies and Chlorine,26.5545499,30.46029997
424,0,SPP_2021_HubAVG.csv,1002397,120,iPWR,1,0,-43200646.35,-34345646.35,-8855000,0,0,0,0,Lime,inf,inf
425,1,SPP_2021_HubAVG.csv,1002397,120,HTGR,1,0,-126017276.3,-99121276.32,-26896000,0,0,0,0,Lime,inf,inf
426,2,SPP_2021_HubAVG.csv,1002397,120,iMSR,1,0,-58469735.72,-46484735.72,-11985000,0,0,0,0,Lime,inf,inf
427,3,SPP_2021_HubAVG.csv,1002397,120,Microreactor,1,0,-7657299.708,-5886288.708,-1771011,0,0,0,0,Lime,inf,inf
428,4,SPP_2021_HubAVG.csv,1002397,120,PBR-HTGR,1,0,-37455942.21,-29455942.21,-8000000,0,0,0,0,Lime,inf,inf
435,1,SPP_2021_HubAVG.csv,1003779,450,HTGR,1,80.69004756,-130669027.3,-99121276.32,-26896000,0,-4569750.994,-82000,0,Ethyl Alcohol,39.22641853,51.35066592
436,2,SPP_2021_HubAVG.csv,1003779,450,iMSR,1,80.69004756,-62259053.4,-46484735.72,-11985000,-167786.3959,-3551031.282,-70500,0,Ethyl Alcohol,18.68996606,24.46673031
437,3,SPP_2021_HubAVG.csv,1003779,450,Microreactor,5,80.69004756,-38319998.54,-29431443.54,-8855055,0,0,-33500,0,Ethyl Alcohol,11.50353937,15.05909613
438,4,SPP_2021_HubAVG.csv,1003779,450,PBR-HTGR,1,80.69004756,-41505790.52,-29455942.21,-8000000,0,-4009848.313,-40000,0,Ethyl Alcohol,12.4599038,16.31105723
439,0,SPP_2021_HubAVG.csv,1003779,233,iPWR,1,36.63229151,-44880455.25,-34345646.35,-8855000,-134377.9358,-1506930.97,-38500,0,Ethyl Alcohol,33.00840584,38.84960076
440,1,SPP_2021_HubAVG.csv,1003779,233,HTGR,1,36.63229151,-130035149.5,-99121276.32,-26896000,0,-3935873.169,-82000,0,Ethyl Alcohol,95.63746543,112.5615508
441,2,SPP_2021_HubAVG.csv,1003779,233,iMSR,1,36.63229151,-61611351.99,-46484735.72,-11985000,-138563.2679,-2932553.002,-70500,0,Ethyl Alcohol,45.31354461,53.3322671
442,3,SPP_2021_HubAVG.csv,1003779,233,Microreactor,2,36.63229151,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,11.26841665,13.26248502
443,4,SPP_2021_HubAVG.csv,1003779,233,PBR-HTGR,1,36.63229151,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,30.29643937,35.65772244
445,1,SPP_2021_HubAVG.csv,1004765,450,HTGR,1,66.01456408,-131404738.1,-99121276.32,-26896000,0,-5305461.744,-82000,0,Ethyl Alcohol,48.21667252,63.11966106
446,2,SPP_2021_HubAVG.csv,1004765,450,iMSR,1,66.01456408,-61696351.71,-46484735.72,-11985000,-142398.3032,-3013717.688,-70500,0,Ethyl Alcohol,22.6383982,29.63555855
447,3,SPP_2021_HubAVG.csv,1004765,450,Microreactor,4,66.01456408,-30645948.83,-23545154.83,-7084044,0,0,-16750,0,Ethyl Alcohol,11.24499543,14.72064046
448,4,SPP_2021_HubAVG.csv,1004765,450,PBR-HTGR,1,66.01456408,-41529301.72,-29455942.21,-8000000,0,-4033359.509,-40000,0,Ethyl Alcohol,15.2384516,19.94840892
449,0,SPP_2021_HubAVG.csv,1004765,233,iPWR,1,29.93637587,-44702372.31,-34345646.35,-8855000,-119797.8539,-1343428.108,-38500,0,Ethyl Alcohol,40.23117637,47.35051876
450,1,SPP_2021_HubAVG.csv,1004765,233,HTGR,1,29.93637587,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,116.8971751,137.5833963
451,2,SPP_2021_HubAVG.csv,1004765,233,iMSR,1,29.93637587,-61326322.83,-46484735.72,-11985000,-125703.2623,-2660383.843,-70500,0,Ethyl Alcohol,55.19237531,64.95926389
452,3,SPP_2021_HubAVG.csv,1004765,233,Microreactor,2,29.93637587,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,13.78884089,16.22892562
453,4,SPP_2021_HubAVG.csv,1004765,233,PBR-HTGR,1,29.93637587,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,37.07289097,43.63334056
455,1,SPP_2021_HubAVG.csv,1003096,450,HTGR,1,40.10941622,-130211882.7,-99121276.32,-26896000,0,-4112606.385,-82000,0,Ethyl Alcohol,78.63759959,102.9432015
456,2,SPP_2021_HubAVG.csv,1003096,450,iMSR,1,40.10941622,-61771443.02,-46484735.72,-11985000,-145786.2886,-3085421.012,-70500,0,Ethyl Alcohol,37.30502856,48.83540558
457,3,SPP_2021_HubAVG.csv,1003096,450,Microreactor,3,40.10941622,-22995349.13,-17658866.13,-5313033,0,0,-23450,0,Ethyl Alcohol,13.8873582,18.17971454
458,4,SPP_2021_HubAVG.csv,1003096,450,PBR-HTGR,1,40.10941622,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,24.87733896,32.56651945
459,0,SPP_2021_HubAVG.csv,1003096,233,iPWR,1,18.20918282,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,65.92651563,77.5929266
460,1,SPP_2021_HubAVG.csv,1003096,233,HTGR,1,18.20918282,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,192.1820329,226.1907251
461,2,SPP_2021_HubAVG.csv,1003096,233,iMSR,1,18.20918282,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,90.6659896,106.7103184
